Date,^GSPC,DX-Y.NYB,^N225,^VIX,BZ=F,CL=F,^TNX,JPY=X
2025-05-15,5916.93017578125,100.87999725341797,37755.51171875,17.829999923706055,64.52999877929688,61.619998931884766,4.454999923706055,146.64999389648438
